id,ics_table_id,funder
7722,3524, Science and Technology Facilities Council
7723,3524,Engineering & Physical Sciences Research Council
7724,3525,"Chief Scientist Office, Scotland"
7725,3525,NHS Lothian Health Services
7726,3525,Dimbleby Cancer Care
7727,3525,Marie Curie
7728,3526,National Institute of Health Research 
7729,3526,Marie Curie
7730,3527,AstraZeneca
7731,3527,DEPARTMENT OF TRADE AND INDUSTRY (UK)
7732,3527,ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL (EPSRC)
7733,3527,PFIZER LTD (UK)
7734,3528,ESRC
7735,3530,Engineering and Physical Sciences Research Council
7736,3531,Innovate UK
7737,3531,Innovate UK
7738,3532,Faraday Institute of Science and Technology
7739,3532,Innovate UK
7740,3533,The Carnegie Trust for the Universities of Scotland
7741,3533,The Strathmartine Trust
7742,3533,"The Macrobert Arts Centre, University of Stirling"
7743,3534,Being Human Festival
7744,3534,AHRC
7745,3535,AHRC
7746,3536,Economic and Social Research Council (ESRC)
7747,3536,Royal Society
7748,3536,Arts and Humanities Research Council (AHRC)
7749,3536,Leverhulme Trust
7750,3536,British Academy
7751,3538,Welsh Government
7752,3538,Cornwall Council
7753,3538,Innovate UK
7754,3539,EC Framework Programme 7
7755,3540,EPSRC
7756,3540,Wellcome Trust
7757,3542,The Leverhulme Trust
7758,3542,Luxinar Ltd
7759,3542,EPSRC
7760,3542,EU
7761,3543,Leverhulme Trust
7762,3545,Leverhulme
7763,3546,Wellcome Trust
7764,3546,Grand Challenges Canada
7765,3546,MRC
7766,3549,European Commission 
7767,3551,National Institute for Health Research
7768,3551,Paul Hamlyn Foundation
7769,3551,Royal College of Psychiatrists
7770,3552,NERC
7771,3552,BBSRC
7772,3552,Defra
7773,3553,Biotechnology and Biological Sciences Research Council
7774,3553,Department for International Development
7775,3555,AHRC
7776,3555,AHRC
7777,3556,National Lottery Heritage Fund
7778,3557,British Academy
7779,3558,EU FP7-ICT-2013-10
7780,3558,H2020-EU.2.1.1
7781,3558,ERASMUS+
7782,3558,ERASMUS+
7783,3558,ERASMUS+
7784,3559,Engineering and Physical Sciences Research Council
7785,3559,New & Emerging Applications of Technology Programme
7786,3559,Yorkshire and Humber Deanery
7787,3560,NIHR - New & Emerging Applications of Technology Programme
7788,3563,European Commission 
7789,3563,United Kingdom Centre for Legal Education and The Commonwealth Legal Education Association
7790,3563,British Academy
7791,3564,Wellcome Trust
7792,3565,G3.1) Let's Do Business Group 
7793,3566,British Academy
7794,3567,Commission of the European Communities
7795,3567,Technology Strategy Board
7796,3567,Cambrensis Ltd
7797,3570,Innovate UK
7798,3570,Interface Food & Drink
7799,3571,Science and Technology Facilities Council
7800,3571,Science and Technology Facilities Council
7801,3572,Biotechnology and Biological Sciences Research Council
7802,3572,British Council
7803,3572,Wellcome Trust
7804,3572,Ara Parseghian Medical Research Foundation
7805,3572,Niemann-Pick UK
7806,3572,NP Suisse
7807,3572,Orphazyme
7808,3572,Royal Society
7809,3572,Actelion
7810,3572,Action Medical Research
7811,3572,Lister Institute of Preventive Medicine
7812,3573,Medical Research Council
7813,3573,Medical Research Council
7814,3573,AXA Research Fund
7815,3574,ESRC
7816,3574,EPSRC
7817,3574,NIHR
7818,3575,EPSRC
7819,3575,NIHR
7820,3575,Health Foundation
7821,3575,JISC
7822,3575,ESRC
7823,3575,MRC
7824,3576,Public Health Wessex
7825,3576,Leverhulme Trust
7826,3576,Garfield Weston
7827,3576,MRC
7828,3576,NIHR BRC
7829,3576,Wellcome Trust
7830,3576,British Heart Foundation
7831,3576,Bupa Foundation
7832,3576,Rotary
7833,3576,NIHR
7834,3576,Wessex Heartbeat
7835,3576,Danone Nutricia
7836,3577,National Institute for Health Research
7837,3578,"Department for Business, Innovation and Skills"
7838,3580,Science and Technology Facilities Council
7839,3580,Science and Technology Facilities Council
7840,3580,Science and Technology Facilities Council
7841,3581,Leverhulme Trust
7842,3582,Leverhulme Trust
7843,3585,Arts and Humanities Research Council
7844,3586,AHRC
7845,3586,AHRC
7846,3587,Arts and Humanities Research Council
7847,3587,British Academy
7848,3588,"European Regional Development Fund, North West Development Agency"
7849,3589,European Research Council
7850,3589,Foreign and Commonwealth Office UK
7851,3589,NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC)
7852,3589,SOCIETY OF EXPLORATION GEOPHYSICISTS (USA)
7853,3590,Wellcome Trust
7854,3590,Arts Council
7855,3591,Arts and Humanities Research Council
7856,3592,Arts & Humanities Research Council
7857,3592,Classics for All
7858,3592,European Research Council
7859,3593,Low Pay Commission
7860,3593,Nuffield Foundation
7861,3594,Wellcome Trust
7862,3595,ESRC
7863,3596,Leverhulme Trust
7864,3596,ESRC
7865,3597,EPSRC
7866,3597,EPSRC
7867,3597,EPSRC
7868,3597,EPSRC
7869,3600,EU Horizon 2020
7870,3601,ASTRAZENECA PLC
7871,3602,Arts and Humanities Research Council 
7872,3603,Leverhulme Trust
7873,3604,EU
7874,3604,NERC
7875,3604,Innovate UK
7876,3604,EPSRC
7877,3605,Engineering and Physical Sciences Research Council
7878,3605,Innovate UK
7879,3606,DEPARTMENT OF HEALTH (UK) (NIHR)
7880,3606,EUROPEAN COMMISSION
7881,3606,KNOWSLEY PCT HEALTH AND SOCIAL CARE HEADQUARTERS (UK)
7882,3606,LIVERPOOL CLINICAL COMMISSIONING GROUP (UK)
7883,3606,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST (UK)
7884,3606,ROY CASTLE LUNG CANCER FOUNDATION (UK)
7885,3606,THE CHESHIRE AND MERSEYSIDE COMPREHENSIVE LOCAL RESEARCH NETWORK (UK)
7886,3606,WEST CHINA SCHOOL OF MEDICINE SICHUAN UNIVERSITY (CHINA)
7887,3607,Bayer Pharma AG
7888,3607,Cancer Research UK
7889,3607,Commission of the European Communities
7890,3607,Medical Research Council
7891,3607,Newcastle Healthcare Charity
7892,3607,UK Programme Award
7893,3608,Health Technology Assessment
7894,3609,Innovate UK
7895,3609,SP Energy Networks
7896,3610,Leverhulme Trust
7897,3610,EU Horizon 2020
7898,3610,EU FP7
7899,3612,Arts and Humanities Research Council
7900,3612,Engineering and Physical Sciences Research Council
7901,3613,EPSRC
7902,3613,ESRC/EPSRC/DTI
7903,3614,EU - European Union
7904,3614,European Commission
7905,3614,European Parliament
7906,3614,European Union Agency for Fundamental Rights
7907,3615,G1-G2: Natural Environment Research Council
7908,3615,G3: Planning Advisory Service
7909,3615,G4: Engineering and Physical Research Council
7910,3616,Oxford Martin School
7911,3617,International Science Council
7912,3617,NERC
7913,3617,ESRC
7914,3618,1. AHRC
7915,3618, 2. United States Institute for Peace (USIP)
7916,3619,Oldham Council / Northern Roots  
7917,3619,Pendleton Cooperative 
7918,3619,Wythenshawe Community Housing Group
7919,3619,Manchester City Council
7920,3619,Social Farms & Gardens
7921,3619,Mosscare St Vincent Housing Group
7922,3620,1) UK Government
7923,3620,2) US National Science Foundation
7924,3620,4) English Heritage
7925,3620,5) European Commission
7926,3621,NIHR
7927,3622,Health Protection Scotland
7928,3622,Health Protection Scotland
7929,3626,EPSRC
7930,3627,The Nuffield Foundation
7931,3627,"Department for Children, Schools & Families"
7932,3628,EPSRC
7933,3628,Research England
7934,3628,Heathrow Airport
7935,3628,European Commission 
7936,3628,Eurocontrol
7937,3629,Leverhulme
7938,3629,British Academy
7939,3629,Esmee Fairbairn Foundation
7940,3629,Mercers’ Company
7941,3629,British Academy
7942,3629,Paul Mellon Centre for Studies in British Art
7943,3630,Inderscience Publishers Ltd
7944,3630,EPSRC
7945,3633,Society for the Study of Addiction
7946,3634,TRL Ltd
7947,3634,Department for Transport
7948,3634,Economic and Social Research Council
7949,3634,Engineering and Physical Sciences Research Council
7950,3635,"Alzheimer’s Research UK, East Scotland"
7951,3635,Life Changes Trust
7952,3635,Alzheimer Scotland
7953,3635,Scottish Funding Council
7954,3636,ESRC
7955,3636,Research Council of Norway
7956,3636,Wellcome Trust
7957,3636,"DFID/Foreign, Commonwealth and Development Office"
7958,3636,ESRC
7959,3636,ESRC
7960,3637,Institute of Leadership and Management
7961,3637,Institute for Family Business Research Foundation
7962,3637,"Department for Business, Energy and Industrial Strategy"
7963,3638,EPSRC
7964,3638,Siemens Plc
7965,3638,Evoqua Water Technologies
7966,3643,Bill and Melinda Gates Foundation
7967,3643,NORAD
7968,3646,AXA
7969,3648,Lloyd Cotsen
7970,3648,Leventis Foundation
7971,3649,Advance HE
7972,3649,Society for Research in Higher Education
7973,3649,Leadership Foundation for Higher Education
7974,3649,Roehampton University
7975,3649,Nuffield Foundation
7976,3651,"UNITAID, MRC, Wellcome Trust"
7977,3652,Innovate UK Technology Strategy Board
7978,3653,Innovate UK
7979,3653,"Waste & Resources Action Programme (WRAP), "
7980,3653,European Commision
7981,3654,Arts Council of Ireland
7982,3654,Arts Council of Ireland
7983,3655,AHRC (Arts & Humanities Research Council)
7984,3656,Engineering and Physical Sciences Research Council
7985,3658,European Commission
7986,3659,Nuffield Foundation
7987,3659,Scottish Human Rights Commission
7988,3660,EPSRC
7989,3660,"Advanced Manufacturing Research Centre with Boeing at Technicut Limited, and Dormer Tools"
7990,3660,"SAMULET Programme, Innovate UK"
7991,3661,EPSRC
7992,3661,BBSRC
7993,3661,Wellcome Trust- Affordable Healthcare in India Award 
7994,3662,Turnitin LLC
7995,3662,AR-IT Artificial Researcher IT GmbH
7996,3662,"EC: FP (inc.Horizon2020, H2020, ERC"
7997,3662,Cactus Communications Service PTE Ltd
7998,3662,Naver Naver Corporation
7999,3662,OntoChem GmbH
8000,3662,EC
8001,3662,"EC: FP (inc.Horizon2020, H2020, ERC)"
8002,3662,Innovation Engineering srl
8003,3662,JISC
8004,3662,FlowCite GmbH
8005,3662,Iris.ai Iris AI AS
8006,3663,Gatsby Charitable Foundation
8007,3663,Economic and Social Research Council
8008,3663,Esmee Fairbairn Trust
8009,3663,Nuffield Foundation
8010,3663,Education Endowment Foundation
8011,3663,Research Council of Norway
8012,3664,National Lottery Heritage Fund
8013,3665,European Commission
8014,3667,AHRC
8015,3668,Fire Protection Association
8016,3669,British Heart Foundation
8017,3669,Wellcome Trust
8018,3669,Cancer Research UK
8019,3669,Mexican Health Ministry
8020,3669,Medical Research Council
8021,3669,National Council of Science and Technology for Mexico
8022,3669,National Institute for Health Research (NIHR)
8023,3670,EPSRC
8024,3670,European Research Council
8025,3670,EPSRC
8026,3671,Institutional Funding
8027,3671,Food Standards Scotland
8028,3671,Scottish Government
8029,3671,Wellcome Trust
8030,3671,Belmont Forum/FACCE-JPI DEVIL
8031,3671,NERC
8032,3672,ESRC
8033,3674,Arts and Humanities Research Council
8034,3676,Public Health Laboratory Services
8035,3677,ENGLISH HERITAGE
8036,3677,University of York
8037,3678,MAVA Fondation pour la Nature 
8038,3678,United Nations Environment Programme (UNEP)
8039,3679,MAVA Foundation Pour Le Nature
8040,3679,United Nations Environment Programme
8041,3680,US National Cancer Institute
8042,3680,US National Cancer Institute
8043,3680,ESRC
8044,3680,ESRC
8045,3680,"Medical Research Council, UK"
8046,3681,British Academy
8047,3682,1) Engineering and Physical Sciences Research Council
8048,3682,2) Engineering and Physical Sciences Research Council
8049,3682,3) Defence Science and Technology Laboratory
8050,3682,4) RCUK
8051,3683,Arts and Humanities Research Council
8052,3684,NERC
8053,3685,Office for Nuclear Regulation
8054,3685,Health & Safety Executive
8055,3686,Cancer Research UK
8056,3686,Yorshire Cancer Research
8057,3687,EPSRC
8058,3687,Welding Alloys Group
8059,3687,Innovate UK
8060,3687,Mitsubishi Corporation
8061,3688,British Telecommunications plc
8062,3689,European Commission
8063,3690,AHRC
8064,3690,British Academy
8065,3690,Leverhulme Trust
8066,3691,Bill and Melinda Gates Foundation
8067,3692,NERC
8068,3693,Economic and Social Research Council (ESRC)
8069,3694,The  Leverhulme Trust
8070,3694,Carnegie Trust for the Universities Scotland
8071,3694,The Royal Society of Edinburgh
8072,3695,National Endowment for the Humanities 
8073,3696,The Glenmorangie Company
8074,3697,European Commission
8075,3697,MINOUW project
8076,3697,Fisheries Innovation Scotland (FIS)
8077,3700,Montreal Institute of Structured Finance and Derivatives (Canada)
8078,3701,EPSRC (Engineering and Physical Sciences Research Council)
8079,3701,SFC
8080,3701,HORIBA
8081,3704,ERC
8082,3704,EPSRC
8083,3705,Innovate UK 
8084,3705,EU
8085,3705,EPSRC
8086,3706,NERC
8087,3706,NERC
8088,3706,NERC
8089,3707,Arts and Humanities Research Council
8090,3707,European Research Council
8091,3707,Leverhulme Trust
8092,3707,Leverhulme Trust
8093,3707,Arts and Humanities Research Council
8094,3707,Arts and Humanities Research Council
8095,3708,Leverhulme Trust
8096,3708, Swiss National Science Foundation
8097,3708, European Research Council
8098,3708, European Union
8099,3710,"The Task Force for Global Health, Novartis, Children's Investment Fund Foundation"
8100,3710,Bill & Melinda Gates Foundation
8101,3710,Bill & Melinda Gates Foundation
8102,3710,Bill & Melinda Gates Foundation
8103,3710,Bill & Melinda Gates Foundation
8104,3712,ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL (EPSRC)
8105,3713,Leverhulme Trust
8106,3713,University of Sussex / Research England
8107,3714,NERC
8108,3715,Biotechnology and Biological Sciences Research Council
8109,3715,United States Department of Homeland Security
8110,3716,EPSRC
8111,3716,EPSRC
8112,3716,EPSRC
8113,3716,EU Commission
8114,3716,EPSRC
8115,3717,STFC
8116,3718,Leverhulme Trust
8117,3718,European Science Foundation
8118,3718,European Commission
8119,3718,European Commission
8120,3720,ESRC
8121,3720,ESRC
8122,3720,ESRC
8123,3720,ESRC
8124,3721,CITY OF MELBOURNE COUNCIL
8125,3721,LIAONING PROVINCE TRANSPORTATION DEPARTMENT
8126,3721,European Commission
8127,3722,ESRC
8128,3722,Leverhulme Trust
8129,3723,1) Arts and Humanities Research Council
8130,3723,2) Arts and Humanities Research Council
8131,3724,EPSRC
8132,3724,Department for Energy and Climate Change (now BEIS)
8133,3725,DfES (DCSF)
8134,3725,Welsh Assembly Government
8135,3728,Action Research for the Crippled Child
8136,3728,North Staffs Medical Institute
8137,3728,Allergan Ltd
8138,3728,National Institute for Health Research
8139,3728,Action Medical Research
8140,3728,Barnwood House Trust 
8141,3729,EUROCONTROL
8142,3730,CIPD
8143,3730,European Commission
8144,3730,Impact Acceleration Account 2014: University of Warwick
8145,3731,Natural Environment Research Council
8146,3731, European Union
8147,3731,Norwegian Institute for Air Research (NILU)
8148,3731,"Department for Business, Energy and Industrial Strategy"
8149,3731,National Physical Laboratory (NPL)
8150,3731,United Nations
8151,3731,Kuwait Foundation for the advancement of Science
8152,3734,British Academy
8153,3735,Innovate UK
8154,3735,EPSRC
8155,3737,European Commission
8156,3737,National Institute for Health Research
8157,3739,European Research Fund
8158,3741,GuildHE CREST Network
8159,3746,NIHR
8160,3748,Arts and Humanities Research Council (AH/S005897/1 and AH/P00637X/1)
8161,3748,The British Academy (UWB190022)
8162,3748,Freelands Foundation (Inventory of Behaviours - Kidd)
8163,3748,John Ellerman Foundation (Journey's with 'The Waste Land')
8164,3748,Paul Mellon Centre (Journey's with 'The Waste Land')
8165,3749,MRC
8166,3749,Bill and Melinda Gates Foundation
8167,3749,Innovative Vector Control Consortium
8168,3749,
8169,3750,D.E.L
8170,3750,InvestNI
8171,3750,InvestNI
8172,3750,InvestNI
8173,3750,InvestNI
