id,ics_table_id,funder
6854,3091,FiTForLaw -LawCare
6855,3092,National Institute for Health Research
6856,3093,Crohn's and Colitis UK
6857,3094,Department for Work & Pensions: Work and Health Unit (CF\100038)
6858,3094,Economic and Social Research Council (ESRC) (ES/R002983/1)
6859,3095,Western Power Distribution
6860,3095,Ofgem innovation fund - low carbon network
6861,3095,Fund 2 -LV Network Templates
6862,3096,Department of Health Policy Research Programme
6863,3096,Economic and Social Research Council Impact Acceleration Account
6864,3097,Forestry Commission Scotland
6865,3097,ConFor Ltd
6866,3097,Scottish Government
6867,3097,Department of Agriculture Food and the Marine
6868,3098,Police Care UK
6869,3099,Douglas Pharmaceuticals
6870,3099,The Caring Cancer Trust
6871,3099,The Cancer Prevention Research Trust
6872,3099,Langdales Cancer Trust
6873,3099,The Humane Research Trust
6874,3100,Bloodwise
6875,3100,Leukemia and Lymphoma NI
6876,3100,Cure Leukemia
6877,3100,MPD Voice
6878,3101,Prostate Cancer UK
6879,3101,Northern Ireland Department for Health and Social Care
6880,3102,1) Medical Research Foundation
6881,3102,2) Medical Research Council
6882,3102,3) Pharmaceutical Industry funders 
6883,3102,4) Academia (various)
6884,3103,ABMU 
6885,3103,ABMU 
6886,3103,Tenovus Cancer Care
6887,3104,Wellbeing of Women
6888,3104,Birmingham Women’s Hospital
6889,3105,European Research Council
6890,3107,ESRC
6891,3107,ESRC
6892,3107,Pensions and Lifetime Savings Association
6893,3107,CFA Society of the UK
6894,3107,ESRC
6895,3107,Financial Reporting Council
6896,3107,"Financial Conduct Authority,"
6897,3107,Railway Pension Investments Limited
6898,3108,UK Water Industry Research 
6899,3109,ESRC
6900,3109,ESRC
6901,3109,ESRC
6902,3109,ESRC
6903,3110,Arcadia Fund
6904,3110,"British Council/Department for Media, Culture and Sport"
6905,3111,British Academy
6906,3112,Scottish Government
6907,3114,WTO STDF
6908,3114,EU Commission
6909,3114,EU Commission
6910,3114,EU Commission
6911,3114,BBSRC
6912,3115,ESRC
6913,3115,Innovate UK
6914,3115,LexisNexis Risk solutions
6915,3115,Wilmington plc
6916,3116,G1: Northumberland County Council
6917,3116, Institute for Local Governance 
6918,3117,G1: ESRC
6919,3118,Society for research into higher education
6920,3118,Office for fair access (now office for students)
6921,3118,Office for fair access (now office for students)
6922,3119,DSTL
6923,3119,National Institute for Justice
6924,3119,European Research Council
6925,3120,NERC
6926,3120,ESRC
6927,3120,DFID
6928,3120,The Royal Society
6929,3120,The Leverhulme Trust
6930,3121,Engineering and Physical Sciences Research Council
6931,3121,Public Health Agency Northern Ireland
6932,3121,Alzheimer's Research Trust
6933,3121,Alzheimer's Society
6934,3121,Biotechnology and Biological Sciences Research Council
6935,3121,Chief Scientist Office
6936,3121,Department of Health
6937,3121,Diabetes UK
6938,3121,Medical Research Council
6939,3121,British Heart Foundation
6940,3121,Cancer Research UK
6941,3121,Economic and Social Research Council
6942,3121,The National Institute for Health and Care Excellence
6943,3121,UK Clinical Research Collaboration
6944,3121,Cambridge Weight Plan UK
6945,3121,National Institute for Health Research (NIHR)
6946,3123,ESRC
6947,3124,EPSRC
6948,3125,European Commission
6949,3125,European Food Safety Authority
6950,3127,Innovate UK
6951,3127,Siemens
6952,3127,Engineering and Physical Sciences Research Council
6953,3128,AHRC
6954,3128,AHRC
6955,3128,The Leverhulme Trust
6956,3130,AHRC
6957,3131,Breast Cancer Now
6958,3131,Bone Cancer Research Trust
6959,3131,Yorkshire Innovation Fund
6960,3131,Yorkshire Cancer Research
6961,3131,Yorkshire Cancer Research
6962,3131,Prostate Cancer UK
6963,3131,Yorkshire Cancer Research
6964,3133,Economic and Social Research Council
6965,3134,British Academy
6966,3134,Leverhulme Trust
6967,3135,Open Society Foundations
6968,3135,Nuffield Foundations
6969,3135,Legal Education Foundation
6970,3135,Research England
6971,3135,Open Society Foundations
6972,3135,Foundation to Promote Open Society
6973,3135,Nuffield Foundation
6974,3135,Legal Education Foundation
6975,3135,Research England
6976,3136,Engineering and Physical Sciences Research Council
6977,3136,National Institute for Health Research
6978,3137,Economic and Social Research Council
6979,3138,European Commission
6980,3139,Education Endowment Foundation
6981,3139,Wellcome Trust
6982,3139,Wellcome Trust
6983,3139,Wellcome Trust
6984,3140,Engineering and Physical Sciences Research Council
6985,3140,Borealis AB
6986,3140,European Association of Producers of Flame Retarded Olefinic Cable Compounds
6987,3140,Rockwool International
6988,3143,"UK Department for International Development (DFID) [now the Foreign, Commonwealth & Development Office (FCDO)"
6989,3145,Royal Society
6990,3146,Swedish Research Council
6991,3147,European Union Seventh Framework Programme 
6992,3149,Welsh Government
6993,3149,Arts & Humanities Research Council
6994,3150,European Commission
6995,3150,European Commission DG Sanco
6996,3151,The Natural Environment Research Council (NERC)
6997,3151, The Arts and Humanities Research Council (AHRC)
6998,3151, British Academy
6999,3152,NIHR
7000,3153,European Commission
7001,3153,Scottish Government
7002,3153,Chief Scientist Office
7003,3153,NHS Scotland
7004,3155,European Commission
7005,3155,Big Lottery Fund
7006,3156,Innovate UK
7007,3156,Engineering and Physical Sciences Research Council
7008,3156,European Commission
7009,3158,Scottish Government
7010,3159,Arts & Humanities Research Council
7011,3159,Economic & Social Research Council
7012,3159,Welsh Government
7013,3161,InnovateUK
7014,3162,NHS Scotland
7015,3164,"Barclays, BIS, Government Equalities Office, KPMG, AVIVA, Financial Reporting Council, Ernest Young"
7016,3165,European Commission - Directorate General Justice and Consumers
7017,3166,NHS Employers
7018,3166,Cranfield University
7019,3166,Financial Reporting Council
7020,3167,UK Sport
7021,3173,AHRC
7022,3174,ERC
7023,3174,AHRC
7024,3174,ASLI UK
7025,3174,Scottish Universities Insight Institute
7026,3174,AHRC (Scottish Graduate School for Arts & Humanities)
7027,3174,Carnegie Trust
7028,3174,AHRC
7029,3174,ESRC
7030,3174,AHRC
7031,3174,Edinburgh Beltane
7032,3174,Scottish Government
7033,3174,British Academy
7034,3174,AHRC
7035,3174,AHRC
7036,3174,European Commission
7037,3174,Scottish Universities Insight Institute
7038,3174,European Commission
7039,3174,European Commission
7040,3174,Australian Research Council
7041,3175,National Institute for Health Research
7042,3176,National Institute for Health Research
7043,3177,Innovate UK
7044,3177,Process Integration Research Consortium
7045,3178,Arts Council England
7046,3178,National Lottery Heritage Fund
7047,3178,Fabrica
7048,3179,Economic and Social Research Council
7049,3180,Engineering and Physical Sciences Research Council
7050,3180,Bill and Melinda Gates Foundation
7051,3180,Faraday Institution
7052,3181,Engineering and Physical Sciences Research Council
7053,3181,Leverhulme Trust
7054,3181,Royal Society
7055,3181,United States Air Force Office of Scientific Research
7056,3182,Higher Education Innovation Fund
7057,3183,Arts and Humanities Research Council
7058,3184,AHRC
7059,3185,Electricity North West Ltd
7060,3185,EPSRC
7061,3186,"Arts and Humanities Research Council (AH/L008165/1, AH/M006263/1, AH/P007635/1, AH/P00959X/1)"
7062,3186,AHRC/ESRC GCRF (GCRF Indigenous Engagement)
7063,3186,UKIERI
7064,3187,NERC
7065,3187,Shell
7066,3187,DFID
7067,3187,Royal Society
7068,3187,Leverhulme Trust
7069,3188,European Commission
7070,3190,AHRC
7071,3190,ESRC
7072,3190,European Commision
7073,3192,John Templeton Research Foundation
7074,3194,The North East Urgent and Emergency Care Network
7075,3194,NHS England
7076,3195,BRITISH ACADEMY (UK)
7077,3195,INTERNATIONAL OLYMPIC COMMITTEE (SWITZERLAND)
7078,3195,THE LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES LIMITED (UK)
7079,3195,Universities China Committee in London
7080,3196,British Heart Foundation
7081,3196,Medical Research Council
7082,3196,Merck Sharp and Dohme
7083,3197,ESRC
7084,3197,EPSRC
7085,3197,DeepMind Technologies Limited
7086,3197,British Academy
7087,3197,Luminate Group
7088,3197,Alan Turing Institute
7089,3197,Miami Foundation
7090,3198,"Rotman ICPM, Toronto"
7091,3198,The Institute and Faculty of Actuaries
7092,3200,Scottish institute for research in economics: Chief Scientists Office
7093,3201,AHRC
7094,3202,Carnegie Trust for Universities Scotland
7095,3203,Innovate UK
7096,3203,European Commission
7097,3204,UNISON
7098,3204,Staffordshire Fire and Rescue Service
7099,3205,West Midlands Combined Authority
7100,3205,"Department for Business, Energy and Industrial Strategy"
7101,3205,Economic and Social Research Council
7102,3205,Midlands Engine
7103,3205,West Midlands Regional Economic Development Institute
7104,3205,Research England
7105,3206,Wellcome Trust
7106,3206,Engineering and Physical Sciences Research Council
7107,3206,"National Centre for Replacement, Refinement and Reduction of Animals in Research"
7108,3207,European Commission
7109,3208,Economic and Social Research Council
7110,3208,Economic and Social Research Council
7111,3208,Scottish Funding Council
7112,3208,Economic and Social Research Council
7113,3209,ESRC
7114,3209,Templeton Foundation
7115,3210,EPSRC
7116,3210,EPSRC
7117,3210,EPSRC
7118,3213,AHRC
7119,3214,European Commission
7120,3216,Wellcome Trust
7121,3216,Leverhulme Trust
7122,3217,Public Health England
7123,3218,Economic Social Research Council
7124,3221,NHS North Lancashire/NHS Blackpool
7125,3221,NHS Blackpool/Breastfeeding Network
7126,3221,Department of Health
7127,3221,Dalarna University
7128,3222,EU
7129,3222,NIHR
7130,3223,European Commission - Horizon 2020
7131,3223,European Investment Bank
7132,3224,AHRC
7133,3224,Creative Scotland
7134,3224,ESRC
7135,3225,AHRC
7136,3226,Arts and Humanities Research Council
7137,3227,Department for International Development
7138,3229,ESRC
7139,3229,NORFACE
7140,3229,ESRC
7141,3229,Leverhulme Trust
7142,3230,NIH
7143,3231,AHRC
7144,3231,The Culture Capital Exchange
7145,3234,"Department of Business, Innovation and Skills"
7146,3234,Cambridge and Peterborough Combined Authority
7147,3237,STFC
7148,3238,European Commission
7149,3241,European Commission
7150,3242,The Leverhulme Trust
7151,3244,Arts and Humanities Research Council (AHRC)
7152,3244, Centre for Advanced Studies in the Visual Arts (CASVA) National Gallery of Art Washington DC
7153,3244, Australian National University
7154,3244, Victoria and Albert Museum
7155,3245,NIHR
7156,3247,Scottish Government
7157,3247,Innovate UK
7158,3248,Wellcome Trust
7159,3248,Economic and Social Research Council
7160,3248,US National Institutes of Health
7161,3249,Environmental Protection Agency
7162,3249,European Commission
7163,3250,Defra
7164,3250,NERC
7165,3250,NERC
7166,3250,Wessex Water
7167,3250,Natural England
7168,3251,Engineering and Physical Sciences Research Council
7169,3251,Engineering and Physical Sciences Research Council
7170,3252,Arts and Humanities Research Council (AHRC)
7171,3253,AHRC
7172,3253,ESRC
7173,3255,Arts and Humanities Research Council (AHRC)
7174,3255,Wellcome Trust
7175,3256,Medical Research Council
7176,3256,National Institute for Health Research
7177,3256,National Institute for Health Research
7178,3256,British Medical Association
7179,3257,ESRC
7180,3258,European Commission
7181,3258,European Commission
7182,3258,European Commission
7183,3258,European Commission
7184,3258,European Commission
7185,3259,Devon-wide Local Authories
7186,3259,British Academy
7187,3259,Cornwall Council
7188,3259,Department for Communities and Local Government
7189,3260,Arts and Humanities Research Council (AHRC)
7190,3263,Economic and Social Research Council
7191,3263,Knowledge Transfer Network for financial services (part of the UK Technology Strategy Board)
7192,3264,EPSRC 
7193,3266,Innovate UK
7194,3266,Innovate UK
7195,3266,CleanSky2 (European Union)
7196,3270,Arts and Humanities Research Council
7197,3271,Economic and Social Research Council
7198,3273,Economic and Social Research Council
7199,3274,National Institute for Health Research (NIHR)
7200,3275,Innovate UK
7201,3277,"NIHR HTA Programme, 13/06/01"
7202,3278,NIHR
7203,3278,City & Hackney Primary Care Trusts
7204,3279,United Nations
7205,3280,MS Society
7206,3281,NERC
7207,3281,BEIS
7208,3281,Defra
7209,3281,STFC
7210,3281,NERC
7211,3281,NERC
7212,3281,NERC
7213,3281,NERC
7214,3281,NERC
7215,3281,NERC
7216,3281,NERC
7217,3282,European Social Fund
7218,3282,ESRC
7219,3282,Higher Education Funding Council for Wales
7220,3282,ESRC
7221,3282,ESRC
7222,3283,Economic and Social Research Council
7223,3284,BBSRC - Biotechnology and Biological Sciences Research Council
7224,3284,The Leverhulme Trust
7225,3284,The Royal Society
7226,3284,Swiss National Science Foundation
7227,3284,John Templeton Foundation
7228,3286,EU Horizon 2020 Research Programme
7229,3287,Health Protection Scotland
7230,3287,Chief Scientist's Office CSO
7231,3287,MRC (Medical Research Council)
7232,3288,Welsh Government
7233,3290,Henry Luce Foundation
7234,3290,British Council
7235,3291,DFID
7236,3291,UN-Habitat
7237,3292,AHRC
7238,3292,British Academy
7239,3293,ISEAL Alliance
7240,3293,Department for International Development
7241,3295,Economic and Social Research Council
7242,3295,Arts and Humanities Research Council
7243,3295,EPSRC Impact Acceleration Fund
7244,3295,Higher Education Innovation Fund
7245,3296,National Insititute for Social Care and Health
7246,3296,National Insititute for Social Care and Health
7247,3296,Health and Care Research Wales - NISCHR Social Care Studentship
7248,3296,MQ: Transforming Mental Health
7249,3296,Wolfson Foundation
7250,3296,Medical Research Council
7251,3297,Department of Health and Social Care
7252,3297,National Institute for Health Research
7253,3299,Arts and Humanities Research Council (AHRC)
7254,3299,Coleg Cymraeg Cenedlaethol
7255,3300,Kick it Out
7256,3300, FARE Network
7257,3300, The Football Association
7258,3301,AHRC (Arts & Humanities Research Council)
7259,3301,EU - European Union
7260,3302,English Nature
7261,3302, Environment Agency
7262,3302, Countryside Council of Wales
7263,3302, Yorkshire Water
7264,3306,DEFRA
7265,3306,"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety"
7266,3306,International Association for Bear Research and Management
7267,3306,International Association for Bear Research and Management
7268,3306,U.S. Fish and Wildlife Service
7269,3306,The Ohio State University
7270,3306,Earthwatch Institute
7271,3306,Conservation International
7272,3306,Primate Conservation Inc.
7273,3306,International Iguana Foundation
7274,3306,International Iguana Foundation
7275,3306,International Iguana Foundation
7276,3306,International Iguana Foundation
7277,3306,International Iguana Foundation
7278,3306,Mohamed bin Zayed Species Conservation Fund
7279,3306,IguanaFest
7280,3307,Leverhulme Trust
7281,3307,Independent Social Research Foundation
7282,3307,Carnegie Trust for the Universities of Scotland
7283,3308,ESRC
7284,3308,ESRC
7285,3308,ESRC
7286,3308,ESRC
7287,3309,NERC
7288,3309,ESA
7289,3311,ESRC
7290,3312,Royal Society of Edinburgh Scotland Foundation
7291,3312,NAGRA (Swiss Nuclear Waste Body)
7292,3312,NERC
7293,3312,BGS-BUFI NERC
7294,3312,Scottish Higher Education Funding Council
7295,3313,Engineering and Physical Science Research Council
7296,3314,Oil And Gas Technology Centre Ltd
7297,3314,European Commission
7298,3314,Interreg
7299,3314,NERC
7300,3317,European Climate Foundation
7301,3318,British Academy
7302,3318,ESRC
7303,3318,Foundation for European Progressive Studies (FEPS)
7304,3318,European Parliament
7305,3318,European Union
7306,3319,Department of Health
7307,3319,NIHR Policy Unit
7308,3319,Nuffield Foundation
7309,3319,NIHR Policy Innovation
7310,3319,Department of Health
7311,3319,Department of Health
7312,3319,National Institute for Health and Care Excellence
7313,3320,Economic and Social Research Council
7314,3321,Cancer Research UK
7315,3321,National Institute for Health Research
7316,3321,Tobacco Advisory Group
7317,3322,ESRC
7318,3322,"Department for Business, Energy and Industrial Strategy"
7319,3322,Department for Work and Pensions
7320,3323,Nuffield Foundation
7321,3323,Department of Education
7322,3323,HEFCE
7323,3324,European Commission
7324,3325,EU - European Union
7325,3325,NERC (Natural Environment Research Council)
7326,3327,Wellcome Trust
7327,3328,"Scottish Government, Agricultural and Rural Economy Directorate"
7328,3329,Economic and Social Research Council
7329,3329,Department for International Development
7330,3330,ESRC
7331,3330,European Commission
7332,3330, EPSRC
7333,3331,BBSRC
7334,3331,NERC
7335,3331,Defra
7336,3331,Scottish Government
7337,3331,NERC
7338,3333,Arts and Humanity Research Council
7339,3333,Recanati-Kaplan Foundation
7340,3333,A G Leventis Foundation
7341,3334,Natural Environment Research Council
7342,3334,Royal National Lifeboats Institute & Met Office
7343,3336,Medical Research Council
7344,3336, Public Health England
7345,3336,UNICEF UK
7346,3337,National Institute for Health Research
7347,3337,Department of Health and Social Care
7348,3339,WHO Regional office Europe
7349,3339,British Council
7350,3340,1) EU Horizon 2020
7351,3340,2) European Research Council
7352,3341,NIHR
7353,3341,West of England Academic Health Sciences Network
7354,3342,Wellcome Trust
7355,3343,European Commission
7356,3346,European Commission
7357,3347,ESRC
7358,3347,CSERGE: the ESRC Centre for Environmental Decision-Making
7359,3348,European Research Council
7360,3348,European Research Council
7361,3348,European Research Council
7362,3349,Responsible Gambling Trust
7363,3349,GambleAware
7364,3349,British Academy
7365,3349,
7366,3351,Antipode Foundation
7367,3352,ESRC
7368,3352,Wellcome Trust
7369,3353,AHRC - Arts & Humanities Research Council
7370,3354,Twitter Inc. 
7371,3355,DEPARTMENT OF HEALTH (UK) (NIHR)
7372,3355,PUBLIC HEALTH ENGLAND (UK)
7373,3355,WELLCOME TRUST (UK)
7374,3359,"
Cancer Research UK"
7375,3359,Department of Health
7376,3359,British Heart Foundation
7377,3359,Department of Health and Social Care
7378,3361,Law Centre (NI)
7379,3361,Disability Research for Independent Living and Learning (DRILL)
7380,3361,"Department of Health, Northern Ireland"
7381,3361,"Office of Social Services, Department of Health, Northern Ireland"
7382,3362,Sport Northern Ireland
7383,3363,Economic and Social Research Council
7384,3363,Leverhulme Trust
7385,3365,EPSRC
7386,3365,Wellcome Trust
7387,3365,NERC
7388,3365,MRC
7389,3366,National Institute for Health Research
7390,3367,ESRC
7391,3368,EPSRC
7392,3368,Defra
7393,3368,Interreg
7394,3369,MRC
7395,3369,"Wellcome, European Commission"
7396,3372,ESRC
7397,3372,STEPS Centre – second five year grant
7398,3372,ESRC
7399,3372,ESRC
7400,3373,ARTS AND HUMANITIES RESEARCH COUNCIL (AHRC)
7401,3373,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC)
7402,3374,EPSRC
7403,3374,EPSRC
7404,3374,EPSRC
7405,3375,National Centre of Social Research
7406,3375,University of Sheffield
7407,3375,ESRC
7408,3376,EPSRC
7409,3376,Global Earthquake Model (GEM)
7410,3376,European Commission
7411,3376,World Bank
7412,3376,UCL
7413,3376,British Council
7414,3376,Global Facility for Disaster Reduction and Recovery (GFDRR) and the UK Department for International Development (DflD)
7415,3377,UK Foreign and Commonwealth Office
7416,3377,UK Prosperity Fund
7417,3379,AHRC
7418,3379,AHRC
7419,3379,AHRC
7420,3380,Engineering and Physical Sciences Research Council
7421,3381,EPSRC
7422,3381,EPSRC
7423,3381,GCHQ
7424,3381,GCHQ
7425,3381,GCHQ
7426,3381,Invest Northern Ireland
7427,3381,ACS
7428,3381,Titan IC Systems
7429,3381,European Commission
7430,3381,Altera Cooperation
7431,3381,Nortel Networks
7432,3382,AHRC
7433,3383,Arts and Humanities Research Council
7434,3383,"Royal Holloway, University of London"
7435,3384,Welsh Government
7436,3385,ESRC
7437,3385,BBSRC
7438,3385,ESRC
7439,3385,EPSRC
7440,3385,ESRC
7441,3385,Syngenta
7442,3385,ESRC
7443,3385,Technology Strategy Board
7444,3385,Scottish Stem Cell Network
7445,3385,ESRC
7446,3385,EC
7447,3385,London School of Economics and Political Science
7448,3385,EC
7449,3385,Innovate / UK
7450,3385,British Standards Institution
7451,3385,British Standards Institution
7452,3385,ESRC
7453,3387,AHRC
7454,3387,House of Commons
7455,3387,House of Lords
7456,3388,Arts and Humanities Research Council (AHRC)
7457,3388,Welsh Government (Health and Care Research Wales)
7458,3389,Construction Scotland Innovation Centre (CSIC)
7459,3389,Construction Scotland Innovation Centre (CSIC)
7460,3389,Energy Technology Partnership (ETP) 
7461,3389,Construction Scotland Innovation Centre (CSIC)
7462,3389,Economic and Social Research Council (ESRC)
7463,3390,European Commission
7464,3390,European Commission
7465,3390,European Commission
7466,3391,European Commission
7467,3391,European Commission
7468,3392,Welsh Government
7469,3393,European Commission
7470,3393,British High Commission/Newton Fund/Department of Science and Technology India
7471,3393,Innovate UK
7472,3393,Shapoorji Pallonji (India)
7473,3393,Engineering Composites Solutions Ltd
7474,3393,Subsea 7
7475,3393,Cactus Industrial Ltd
7476,3393,Oil Technics Ltd
7477,3394,Public Health England
7478,3394,National Institute for Health Research
7479,3395,EPSRC
7480,3396,ESRC
7481,3397,European Union (INTRREG)
7482,3397,Royal Society
7483,3397,Northern Ireland Environment Agency
7484,3397,InnovateUK/InvestNI
7485,3398,Reynold Chain
7486,3399,Medical Research Council
7487,3400,UKSA
7488,3400,ESA
7489,3400,California Institute of Technology-JPL
7490,3400,Teledyne e2v
7491,3400,STFC
7492,3400,Te2v
7493,3401,Scottish Enterprise
7494,3402,HEFCE (Now Research England)- National Centre for Policing Research and Professional Development
7495,3402,European Commission- Framework 7– for Juxtalearn
7496,3403,Alpiq
7497,3405,MRC
7498,3405,National Institute for Health Research
7499,3405,Department of Health
7500,3406,Natural Environment Research Council
7501,3406,British Oxygen Company
7502,3406,Environment Agency
7503,3407,Innovate UK
7504,3408,Queen Elizabeth Diamond Jubilee Trust
7505,3408,National Eye Research Centre
7506,3408,Teresa Rosenbaum Golden Charitable Trust (Rosetrees Trust)
7507,3408,Forth Valley NHS
7508,3408,Scottish Government
7509,3409,Innovate UK Project I.D. - SMART Award
7510,3409,EPSRC
7511,3410,EAECA European Culture Programme 
7512,3410,Arts Council England Grants for the Arts 
7513,3410,Arts Council England 
7514,3410,Norwegian Arts Council  
7515,3410,Compton Verney  
7516,3410,City of Bradford  
7517,3410,Daiwa Anglo-Japanese Foundation 
7518,3410,Great Britain Sasakawa Foundation 
7519,3410,Japan Foundation 
7520,3410,Pola Art Foundation 
7521,3410,Royal Norwegian Embassy in London 
7522,3410,Salt’s Mill 
7523,3413,1) Economic and Social Research Council
7524,3413,2) Arts and Humanities Research Council
7525,3413,3) Arts and Humanities Research Council
7526,3413,4) European Commission
7527,3414,European Commission
7528,3415,Leverhulme Trust
7529,3416,Economic and Social Research Council
7530,3417,GML Ltd
7531,3418,The Dr Mortimer and Theresa Sackler Foundation
7532,3418,Wellcome Trust
7533,3418,European Commission
7534,3420,AHRC
7535,3421,EPSRC
7536,3422,STFC
7537,3422,Leverhulme
7538,3423,British Heart Foundation
7539,3423,Medical Research Council
7540,3425,Horizon 2020
7541,3425,Stuart Hall Foundation
7542,3425,The Lipman-Miliband Trust
7543,3425,The Society for French Studies
7544,3425,Leverhulme Trust
7545,3425,Paul Mellon Foundation
7546,3425,EU FP7 Marie Curie Intra-European Fellowship
7547,3425,Raphael Hoermann
7548,3425,AHRC
7549,3426,British Academy
7550,3427,Food Standards Agency 
7551,3427,National Institute for Health Research
7552,3427,Food Standards Agency  Scotland
7553,3427,Food Standards Agency  Scotland
7554,3429,Daisy Appeal Charity 
7555,3429,EU
7556,3429,Cardiac Trust 
7557,3429,Medical Research Council 
7558,3430,EPSRC - Engineering and Physical Sciences Research Council
7559,3430,BBSRC - Biotechnology and Biological Sciences Research Council
7560,3430,Scottish Society for Crop Research
7561,3430,The Royal Society
7562,3430,Scottish Funding Council
7563,3431,Paul Hamlyn Foundation
7564,3431,ESRC
7565,3431,Open Society Foundations
7566,3432,ESRC (Economic and Social Research Council)
7567,3432,Leeds City Council
7568,3433,ESRC
7569,3433,ESRC
7570,3434,Philosophy of Hope and Optimism
7571,3434,Barrow Cadbury Trust
7572,3435,Barrow Cadbury Trust
7573,3435,Philosophy of Hope and Optimism Funding Initiative
7574,3436,G1: Department of Health (50%)
7575,3436, Innovate UK (50%
7576,3437,Engineering and Physical Sciences Research Council & Natural Environment Research Council
7577,3437,EU FP7
7578,3437,HORIZON2020
7579,3438,Raytheon United Kingdom
7580,3438,European Commission
7581,3438,"Ministry of Defence (via Development, Concepts and Doctrine Centre and Defence Intelligence)"
7582,3438,British Academy
7583,3438,Economic and Social Research Council (ESRC)
7584,3438,Leverhulme Trust
7585,3439,"Department for Digital, Culture, Media and Sport"
7586,3439,European Commission
7587,3440,EPSRC
7588,3441,British Liver Trust
7589,3441,NIHR/HTA
7590,3441,Chief Scientist Office
7591,3442,Private Investors
7592,3442,Royal Academy of Engineering
7593,3442,EPSRC
7594,3442,Royal Academy of Engineering
7595,3442,Royal Academy of Engineering
7596,3444,"Department of Transport, Local Government & Regions"
7597,3445,European Commission
7598,3447,Beijing Municipal Commission of Education 
7599,3447,British Council Partnership Development Grant
7600,3447,Tal Foundation
7601,3447,AHRC
7602,3447,Beijing Municipal Commission of Education
7603,3447,British Academy 
7604,3447,China National Arts Fund 
7605,3447,Beijing Municipal Commission of Education
7606,3449,Engineering and Physical Sciences Research Council
7607,3449,Airbus Operations Ltd
7608,3451,European Commission
7609,3451,European Commision
7610,3451,British Council
7611,3453,Oxford Instruments
7612,3454,Engineering and Physical Sciences Research Council
7613,3454,Innovate UK
7614,3455,Bill and Melinda Gates Foundation
7615,3455,Family Larsson-Rosenquist Foundation
7616,3456,European Commission 
7617,3457,British Academy
7618,3458,EU Commission
7619,3460,EU
7620,3460,AHRC
7621,3464,Cardiac Risk in the Young
7622,3465,ESRC
7623,3465,ESRC
7624,3466,European Union
7625,3466,Economic and Social Research Council
7626,3466,International Olympic Committee
7627,3466,World Anti-Doping Agency
7628,3467,EPSRC
7629,3467,European Commission
7630,3467,European Space Agency
7631,3470,European Research Council
7632,3473,AHRC
7633,3474,NERC
7634,3474,Leverhulme Trust
7635,3474,EC
7636,3474,Richard Lounsbery Foundation
7637,3476,Arts and Humanities Research Council
7638,3476,Arts and Humanities Research Council
7639,3477,Economic and Social Research Council
7640,3477,Wenner Gren Foundation for Anthropological Research
7641,3478,European Commission
7642,3478,National Institute of Health (US)
7643,3478,The Health Foundation
7644,3479,National Institute for Health Research
7645,3480,Medicines for Malaria Venture
7646,3480,Wellcome
7647,3480,Wellcome
7648,3480,Wellcome
7649,3482,ESRC
7650,3484,Research England
7651,3486,Department for Education
7652,3486,The Ogden Trust
7653,3487,European Commission
7654,3487,EPSRC
7655,3487,EPSRC
7656,3490,Arts and Humanities Research Council
7657,3490,European Science Foundation
7658,3491,National Institute for Health Research
7659,3492,EPSRC
7660,3493,EC
7661,3493,EPSRC
7662,3493,EPSRC
7663,3494,Department of Health and Social Care
7664,3495,Biotechnology and Biological Sciences Research Council
7665,3495,Biotechnology and Biological Sciences Research Council
7666,3495,Biotechnology and Biological Sciences Research Council
7667,3496,Chest Heart and Stroke Scotland
7668,3496,Chest Heart and Stroke Scotland
7669,3497,ESRC
7670,3497,ESRC
7671,3497,AHRC
7672,3497,AHRC
7673,3498,AHRC
7674,3500,STFC
7675,3500,EPSRC
7676,3500,European Commission
7677,3501,Arts Council England
7678,3506,"Community Links, Canning Town"
7679,3506,"Mansions of the Future, Lincoln"
7680,3507,Wellcome Trust
7681,3508,EU FP7
7682,3508,Department for International Development
7683,3508,Department for International Development
7684,3508,Department for International Development
7685,3509,European Commission
7686,3510,Innovate UK
7687,3511,Nuffield
7688,3512,Elmhurst Ballet School
7689,3513,EPSRC
7690,3513,Natural Environment Research Council
7691,3513,Pennine  Water Group
7692,3514,BBSRC (Biotechnology & Biological Sciences Research Council)
7693,3514,"DEFRA (Department for Environment, Food & Rural Affairs)"
7694,3514,Innovate UK fka Technology Strategy Board (TSB)
7695,3515,BBSRC (Biotechnology & Biological Sciences Research Council)
7696,3515,"DEFRA (Department for Environment, Food & Rural Affairs)"
7697,3515,Innovate UK fka Technology Strategy Board (TSB)
7698,3516,ESRC
7699,3517,Arts & Humanities Research Council
7700,3518,Arts Council England
7701,3519,Cancer Research UK
7702,3519,Public Health England
7703,3520,European Commission
7704,3520,ESRC
7705,3520,International Water Management Institute
7706,3520,European Commission
7707,3520,NERC
7708,3521,ESA European Space Agency
7709,3521,British Council
7710,3521,EPSRC
7711,3521,EUMETSAT
7712,3521,NERC
7713,3521,NERC
7714,3521,NERC
7715,3522,AHRC
7716,3522,AHRC
7717,3522,AHRC
7718,3522,AHRC
7719,3522,AHRC
7720,3523,AHRC
7721,3523,Northern Ireland Department of Finance
